DATA_COMMENTO;CODICE_PRODOTTO;NOME_PRODOTTO;CATEGORIA_PRODOTTO;SITO_ORIGINE;RATING_ORIGINALE;TESTO_COMMENTO;ID_PRODOTTO;SITO_ECOMMERCE;TESTO_ORIGINALE
2025-08-04;;Levarìe 2024 - Soave;;;3.7;;MA-SOAV-BF-01;Vivino;Masi's classic white wine presents a fresh and balanced character. Light straw in color, shiny.  🍇Intense aromas of pear, citrus, and pineapple, with floral hints and delicate minerality.  🍇Dry, crisp, and light-medium body, with pleasant acidity and harmonious finish.  🍇Food pairing: Excellent as an aperitif, with fish dishes, light pastas, and salads.  🍇lovely and classic wine, suitable for young drinking, nice for the Summer.  Cheers ! 🍇🥂
2015-09-04;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Fruity ripe tropical nose with grass in the background. Dry, ripe mango notes, crisp green flavors and lighter acidity with a little citrus hanging in the background. Finish is relatively long with minerals. Best served  chilled. Extra half star for value.
2016-02-14;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;What you want in soave, cool classic citrus freshness, crisp and light, lemony, perfect for summery seafood. Not quite enough intrigue here for me to give it four but it represents good value for money
2020-08-02;;Levarìe 2024 - Soave;;;3.6;;MA-SOAV-BF-01;Vivino;3.6  👃🏻 Melon, asian pear, straw, grapefruit and stone...   👅 Pear, pineapple, minerals, tangerine and lemon grass...  An intruiguing Italian Soave made from 85% Garganega & 15% Trebbiano... Punjent tree fruits dominate the aromas, which open up to surprisingly juicy, fruity flavours, which do then leave a lasting tart aftertaste...  This wine is well balanced... The Trebbiano softens the otherwise very tart and dry Garganega... 🥂👌🏻
2019-09-20;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Pale yellow look. Aromas of minerals, stone,  earthy. In the palate you’ll find pear, apple. Nice for the price! 
2017-08-09;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;For the 2013, nose of apricots and flowers (maybe wisteria).  Smooth.  A hint of pear.  Great with salmon!
2018-11-10;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Good one but not a special one. Lemon lime honeysuckle pear Apple and a hint of mineral notes like flint
2019-06-04;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Subtle crips and refreshing Soave with a little buttery aftertaste. Notes of  green apple, pear and  citrus.
2021-08-01;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Very neutral in terms of flavor, lemon zest with just a hint of yellow pear. Good acidity, decent lenght. 
2019-03-13;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;My first wine from Garganega grape and I loved it. Nice, fresh, will definitely explore more wines from this variety!  citrus lemon pear
2018-04-21;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;C: Very light yellow. A: Fruity, lemon. T: Light body, medium acidity, fruity, tropical fruits. (3,7⭐️)
2017-02-15;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Happy V-Day. Light straw in colour. Acidic with light fruit. Decent finish. Paired well with appetizer. 
2025-07-31;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Errr not terrible. Some zing, fresh citrus, decent acid and touch of minerality. Did the job with pizza and vegetables.
2018-08-05;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Nice soave, light bodied, citrus , peach, lemon, a bit extra, bit luganaisch aftertaste. Ok but not that special
2022-12-28;;Levarìe 2024 - Soave;;;3.8;;MA-SOAV-BF-01;Vivino;Banana pulp yellow color, apples and citruses in nose, pears and apples in taste, nice acidity at finish, smooth.
2014-08-27;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Light Bodied, Dry, Crisp, Fruity with citrus flavours and hint of almonds..True representation of a Soave..Goes very well with simple seafood dishes
2017-02-26;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Pear nosed, pear with hints of nectarine, honey and lemon on the palate, moderately acidic pleasant sipper.
2019-06-23;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;3.4 This Soave is on the acidic side, easy to drink. Hints of lemon and pear.
2015-01-25;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Red fruit on the nose, oaky, little acidic and medium finish
2020-05-23;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;citrus minerals green apple 
2023-05-04;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;At Red Sea Grill (fish restaurant of Mövenpick Hotel, Aqaba, Jordan)
2018-07-12;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;At the nose: yellow fruit. At the palate: balance between acidity and sweetness
2018-12-30;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Citrus, lemon,peach on nose and the palate. Easy drinking one. 
2024-05-16;;Levarìe 2024 - Soave;;;3.4;;MA-SOAV-BF-01;Vivino;Bone dry and just struggling to get the fruit weight that I want from a Classico. Quality seems ok but just not sure if it works for me.
2020-09-02;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Dry with light body, easy to drink with aromas of honey, minerals, lime, apple and pear.
2024-10-31;;Levarìe 2024 - Soave;;;3.7;;MA-SOAV-BF-01;Vivino;Very good acidity goes hand in hand with ripen fruit and honeyish flavors.
2018-09-11;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Sec, couleur claire, tres aéré, sunshine morning,
2019-02-24;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Light aroma of apple, pear and lemon. Medium balanced taste with strong acidity.
2018-09-08;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Floral and well made
2020-06-18;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;7/10  Price worthy Soave.
2023-11-22;;Levarìe 2024 - Soave;;;3.6;;MA-SOAV-BF-01;Vivino;Fresh and pleasant, not too acidic, fruity notes of citrus and pear, balanced character
2018-07-18;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Good taste went well with veal and scallops
2016-08-23;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;I beg to differ with most of the rating here ... This is a great clean white and perfect with fish
2013-06-23;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Perfect with salads, seafood pasta or just chilled on a hot day. Nice flowery and fruity.
2025-06-30;;Levarìe 2024 - Soave;;;3.8;;MA-SOAV-BF-01;Vivino;Lemon with a touch of bitterness. Dry, medium high acidity, medium body.
2018-08-29;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Good Soave - fruity and herby
2023-02-26;;Levarìe 2024 - Soave;;;3.7;;MA-SOAV-BF-01;Vivino;A clear and crisp style. With pear citrus and minerals.
2018-08-18;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Light lemony and white flowers Easy drinking wine
2023-08-03;;Levarìe 2024 - Soave;;;3.7;;MA-SOAV-BF-01;Vivino;Citrus pineapple and saline. Really good.
2015-04-03;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Good with seafood
2021-05-25;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Citrus and green apples. Medium acidity and hints of tropical fruit. Not too shabby.
2025-11-04;;Levarìe 2024 - Soave;;;3.6;;MA-SOAV-BF-01;Vivino;Nose grass minerals, and citrus. Tastes light to start citrus lemon notes then green apple
2018-09-14;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;medium high acidity. Little of minerality. aroma of peaches and melon. Light green color 
2025-09-22;;Levarìe 2024 - Soave;;;3.9;;MA-SOAV-BF-01;Vivino;WSET2 wines, Garganeca from Soave.  First time coming across this varietal.
2014-09-27;;Levarìe 2024 - Soave;;;3.0;;MA-SOAV-BF-01;Vivino;A mild almost closed nose of pear and spice. Smooth on the palate with a crisp finish. It's Limey citrus flavors go well with seafood and artichoke .
2018-07-29;;Levarìe 2024 - Soave;;;3.5;;MA-SOAV-BF-01;Vivino;Light and fruity, a good Soave.
2016-02-26;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;An excellent staple. Not sure it could ever offend anyone. A perfect hostess gift that I received. And it was throughly enjoyed. 
2014-03-29;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;mineral and bright fruit nose.  good legs.  floral and minerals in the mouth light acidity with light citrus overtones.  sort of AF rainy finish.
2019-04-02;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;An interesting wine! Taste palate combines strawberry and a hint of plum. Quite strong on it's own. Tasted with a dish of duck and horseradish cream, and the wine changed to a lighter taste.
2013-06-12;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Nice in the summer! Aromatic and light. Skål!
2025-05-09;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.6;;MA-ROMA-RS-01;Vivino;Pear, apple, cheese, generic  Dry, candy  Pear, apple, high acidity, kind of simple
2022-03-07;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.9;;MA-ROMA-RS-01;Vivino;Love this rose... especially the 2018
2016-03-16;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Very good rose  Not too acid
2022-06-09;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.8;;MA-ROMA-RS-01;Vivino;Light and easy
2015-05-26;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Rose from Rifosco grapes. Deep salmon colour, aroma of strawberry, gooseberry, white flowers, apple. Fresh and mineral. Hi acidity and light sweet and spicy finish.
2020-07-31;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Intense salmon color, on the nose rose petal and some exotic fruit, maybe passion fruit. On palate cranberry. Quite full body for rose, acidity med plus. 
2015-11-04;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Very nice with red fruits some red grapfruit, strawberry, lemon, lemon grass. Good med body, nice acidity, some bitterness at the end. Very nice wine I enjoying it.
2014-08-03;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Fresh and fruity without being watery. Complex taste, limited aftertaste.
2014-05-20;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Light fruity but mineral taste with soft citrus finish - an enjoyable wine but can't help thinking that you expect more from a MASI
2019-01-26;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Well colored rose but for my taste to few of aroma. Light notes of cherry, strawberry and lemon. Acidity rather high. Nothing special.
2020-03-27;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Light pink salmon colour, med- body w/ orange reflection, med- viscosity. Dried red berries, some cranberry, faint raspberry, dried tomato, smells very Italian. There's also some creaminess on the nose, partly MF happened here i guess. Still med+ acidity, but quite thin mid-palate. Simple summer rosé. Tasted @ the Italian wine night w/ George Kassianos. 3.5
2020-10-17;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Pale salmon colour.  Medium((+) intensity. Fruit forward with Strawberry, raspberry,  grapefruit, flint. Simple wine, youthful.  Dry, medium(+) intensity, medium(+) acidity, low tannins, medium alcohol, medium(-) body, medium finish.  Good wine. Drink now, not suitable for ageing
2013-07-11;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;A rosé with some body and character equal to lighter red wines. Can easily accompany some types of meat. 
2018-06-24;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Semi dry, floral start but with a slightly bitter after taste. Almost like a non ecological lime peel finish. A ok wine, but would rather try something different next time.
2014-02-28;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.5;;MA-ROMA-RS-01;Vivino;One of the best rosés. Beautiful color, fresh with notes of citrus and red berries, and with a good body.
2015-08-06;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Fresh, little taste of lemon and strawberries.
2017-11-09;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Has some nice weight and creaminess 
2014-11-08;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;A good quality rosé, a little bit sweet, but fine & a nice aperitif. ..
2014-06-15;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Not too flirty not to acidic.
2015-07-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.5;;MA-ROMA-RS-01;Vivino;Just the right amount of dryness, hints of fruit and spice.
2015-11-19;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Citrus, white flowers and honey nose with a round semi tart tongue and nice smooth finish 
2017-06-05;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Fresh elegant a touch on the dryer side.. nice finish
2023-05-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Strawberries, rasberries and cherries🍷
2020-06-27;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;A bit anonymous. Fresh and crisp but lacking any depth of fruit.
2015-08-16;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Distinct strawberry juice taste and color. Good with spicy pasta.
2020-03-04;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino; Easy drinking, yummy   strawberry 
2018-08-25;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Yum! The label threw me off. Was expecting something so sweet and romantic and it’s fresh and crisp. 
2015-09-11;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Clear, med ruby, with cherry and red fruit on the nose, some flowers and a dusting of dried herb. Bright acidity, with a delicate weight and gentle tannin. Lively fruit with that distinct Italian dried herb over top, and some vanilla and spice on the finish. One of masi's best values, and a nice wine.
2017-01-14;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Great rose, love this winemaker. You can't buy it in the Netherlands, but so they still make it in Italy? I visited this vineyard three times now and looking for a reason for a 4th time!!!
2023-03-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;5.0;;MA-ROMA-RS-01;Vivino;A crisp, strong and refreshing rose wine. A dryer rose but very fruit forward with notes of stonefruit it's a great wine for a hot summer day!
2015-06-01;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Raspberry and strawberry on the nose with some mild spice, medium body, soft tannins, nice long finish
2015-12-13;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.5;;MA-ROMA-RS-01;Vivino;This Rose did not impress me. Light salmon color. Very weak nose. Green apple on the palate with medium sourness.  Soft weak tannins  on this light body. Expected more from Masi.
2017-10-24;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;There is better Rose wines out there 
2023-04-29;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.9;;MA-ROMA-RS-01;Vivino;Loved it for the sale price $9.99. Plenty of other better options at the full retail price of $19. 
2015-05-09;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Red berries - strawberries raspberries - great on a summer day
2015-06-06;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Deep dark berry hints, light, lovely. Enjoyed at Fiamma at MGM.
2014-12-07;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Ok house wine
2018-06-01;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Value for money! 
2013-09-04;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;easy going - intense fruit & low level if accidity
2016-04-06;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Not bad wine for a Tuesday 
2014-06-13;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Grape fruit , peach. High acidity. Ok finish. Very fresh and enjoyable.
2014-09-23;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Good Italian wine, served by the hottest Italian
2023-12-15;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;dating a finance bro
2014-08-21;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Good fresh taste, very drinkable when it's chilled
2021-08-25;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Downed endless glasses of this at Pauli and Laura’s wedding. Exactly what I like in a rose. 
2014-07-14;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Red copper colour. Strawberry nose. Strawberry and melon palate.
2014-06-15;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Thin, high acid.
2021-10-28;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Full bodied rose with deep cherry flavor and color. Would have with a risotto with onion or salmon with cabbage. 
2015-04-21;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;I was not a big fan of rose wine but recently it's been growing on me. There's something about Masi's light sparkly taste that makes it very drinkable. They say it goes well with aperitifs, thanks to its nice balance between lightly dried and fresh grapes which give it a light texture.  However with its raspberry and peach flavors and hint of creaminess i'm imagining two lovebirds in a venetian gondola sipping it from eachothers lips as dessert.
2019-09-27;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;minerals red fruit 
2014-09-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Very good vine
2014-06-21;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Good in the sun
2015-03-20;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Cherry, oak. Dark plums. Good wine.
2016-05-08;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Dry and fruity but not too sweet.
2015-03-31;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Rich and cherry
2015-05-15;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Mutch taste. Not to strong. A very fresh after taste.
2023-11-28;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.8;;MA-ROMA-RS-01;Vivino;Perfect summer rose
2016-07-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Fruity - perfect for a summer evening on the porch ❤️
2015-05-23;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Easy to drink. Great with meat and cold cuts.
2016-03-01;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Fruity cherry finish.
2023-01-08;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Full body, nice aftertaste, harmonious 
2021-04-10;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Unique palate and nose. High viscosity.  Bit of skunk and garden hose on nose (thanks Somm).  Some light tannins.  Taste of fresh vegetation. 
2016-02-26;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Fruity but not too sweet. Very tasty
2016-02-06;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Good child of Amarone!
2015-07-11;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Easy to drink, ripe berry taste
2016-01-15;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Deep, dark, fruity, smooth, and delicious. Tannins very nice. 
2015-07-15;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Frutiy an good
2014-07-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Great rose - Nice and fruity
2017-05-19;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Nice dry rose with some character
2015-07-18;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Nice and smooth.
2015-07-28;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Nice. Little chalky at the end.
2014-09-24;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Lovely present from Liia!
2019-07-28;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;God rose vin
2014-08-30;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;crisp but a little sour. normally don't like Grigio but this is good. Don't like sweetZ
2015-08-29;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.0;;MA-ROMA-RS-01;Vivino;Fruity full bodied good value
2013-07-17;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.5;;MA-ROMA-RS-01;Vivino;Fairly pleasant, moderate aroma of overripe apples, wet wool and sweat. Half sweet taste. Ok, but a bit bland.
2015-06-07;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Very smooth, solid priced Italian wine, recommendation from a Total Wine employee. Paired it with Brie cheese and multiple episodes of Game of Thrones #WinterIsComing
2014-08-02;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.5;;MA-ROMA-RS-01;Vivino;Nice rose for summer day, but a little too flat. I am looking for more spicy rose
2015-04-19;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.5;;MA-ROMA-RS-01;Vivino;Cherries, vanilla a hint of cinnamon. Medium body, ok...
2016-07-07;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.5;;MA-ROMA-RS-01;Vivino;Not my style... too light and boring
2014-06-29;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;5.0;;MA-ROMA-RS-01;Vivino;Great rose with nice flavors
2014-05-27;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.0;;MA-ROMA-RS-01;Vivino;Really boring - no fruit not a lot of taste
2014-07-09;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.0;;MA-ROMA-RS-01;Vivino;Nice rosè, fresh and easy to drink
2020-08-22;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;2.5;;MA-ROMA-RS-01;Vivino;Coral pink. Flowers on the bose with raspberry taste. 
2015-12-25;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;5.0;;MA-ROMA-RS-01;Vivino;Love the flavour bombs that this fella brings. Used for the friend's 'family' Christmas dinner 
2016-09-10;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Refreshing and light rose wine 
2016-08-03;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;"Hard to go wrong at this price. This is our ""house wine,"" ideal for pizza night. Smooth with several levels of flavour. "
2015-03-19;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Nice, balanced red wine. Very price worthy.
2015-08-07;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;1.5;;MA-ROMA-RS-01;Vivino;En frisk rosé, men alt for syrlig
2016-05-14;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;For a white wine I like this one.  Fruity, lemony,buttery, smooth
2016-04-03;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino; dry, medium-to full-bodied and fruity, a nice backbone of spice land tannins. 
2015-05-21;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Nice wine for spagetti dinner :)
2015-08-30;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.5;;MA-ROMA-RS-01;Vivino;Love the smooth fruity flavor, Blackberries especially. Smoothest wine I've had yet! Could drink the whole bottle.
2016-02-28;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.0;;MA-ROMA-RS-01;Vivino;Dry, but no flavour, no scent, very strong, not really my type
2014-09-27;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;4.5;;MA-ROMA-RS-01;Vivino;Un unexpected sweet & pleasent encoynter with a pink lady across a  shellfish table.
2021-04-10;;Rosa dei Masi 2024 - Rosato TreVenezie IGT;;;3.5;;MA-ROMA-RS-01;Vivino;Tannins, slight plastic (hose) smell. Earthy and fruity. I liked it
2026-01-26;;Palazzo della Torre - Veronese IGT;;;4.0;;AG-PATO-ROVE-CF-01;Vivino;Intense aromas of ripe black cherries, with a herby edge of fresh sage.   This is Ripasso style - with a proportion of leftover skins from Amarone adding complexity in the form of leather, tobacco, and dark chocolate flavours.  This is beautifully structured with a medium+ body and a lovely balance of acidity and tannins. The tannins are surprisingly fine and lead to an elegant finish.  Paired well with the steak at a'Mare at the Crown in Sydney - Jan 2026.
2020-05-12;;Palazzo della Torre - Veronese IGT;;;4.0;;AG-PATO-ROVE-CF-01;Vivino;RL = 3.8 & VV=4.0 🇮🇹🇮🇹🇮🇹 Corvina Veronese+Corvinone+ Rondinella+Sangiovesi (40/30/25/5)%  Alegrini's family is the leader of the Valpolicella Classic Style. The reasons are: more than 520 years dedicated to the vineyard development in it's more than 100 hectares and its different drying processes.  👁Dark Ruby w violet touch. 👃Tobacco & Raisins   💋Dried BlackBerry, black pepper, cherry, clove, vanilla w Subdued & smooth tannins  👚med+ 💫 Marked by its sweet fruit spectrum  ⏰Med.  permanence.
